observation_id,molecule_group_id,fold
447,MOL_000825,4
448,MOL_000824,3
449,MOL_001278,4
450,MOL_000821,2
451,MOL_000820,1
452,MOL_000826,1
453,MOL_000841,4
454,MOL_002425,3
455,MOL_000891,5
456,MOL_000512,1
457,MOL_001214,1
458,MOL_000752,5
459,MOL_003816,4
460,MOL_000391,1
461,MOL_000391,1
462,MOL_003766,3
463,MOL_003766,3
464,MOL_001843,4
465,MOL_001843,4
466,MOL_001843,4
467,MOL_001029,5
468,MOL_000685,3
469,MOL_002249,4
470,MOL_002261,2
471,MOL_002261,2
472,MOL_003753,4
473,MOL_003826,5
474,MOL_002612,4
475,MOL_002517,1
476,MOL_000156,5
477,MOL_000157,1
478,MOL_000154,2
479,MOL_000153,4
480,MOL_000312,3
481,MOL_002251,2
482,MOL_002661,4
483,MOL_001155,2
484,MOL_001888,2
485,MOL_001888,2
486,MOL_001222,3
487,MOL_003798,1
488,MOL_001422,4
489,MOL_003645,2
490,MOL_002663,1
491,MOL_003244,3
492,MOL_002870,5
493,MOL_003644,1
494,MOL_003643,3
495,MOL_003642,3
496,MOL_000427,2
497,MOL_000136,4
498,MOL_000146,1
499,MOL_002637,5
500,MOL_002637,5
501,MOL_000150,4
502,MOL_000150,4
503,MOL_002641,2
504,MOL_001579,1
505,MOL_001578,4
506,MOL_001580,3
507,MOL_001306,2
508,MOL_002667,3
509,MOL_001305,5
510,MOL_001575,2
511,MOL_001575,2
512,MOL_001140,2
513,MOL_002616,4
514,MOL_001073,5
515,MOL_003310,4
516,MOL_003310,4
517,MOL_001072,4
518,MOL_000413,3
519,MOL_000412,1
520,MOL_002458,1
521,MOL_002458,1
522,MOL_000510,3
523,MOL_000810,5
524,MOL_002422,5
525,MOL_002422,5
526,MOL_002541,2
527,MOL_000138,2
528,MOL_000141,3
529,MOL_001018,3
530,MOL_001910,4
531,MOL_001909,1
532,MOL_002441,3
533,MOL_002441,3
534,MOL_000958,4
535,MOL_000934,4
536,MOL_000935,3
537,MOL_003337,4
538,MOL_003338,2
539,MOL_003338,2
540,MOL_003271,2
541,MOL_003271,2
542,MOL_001304,1
543,MOL_001058,1
544,MOL_000868,1
545,MOL_000916,3
546,MOL_000915,2
547,MOL_000865,2
548,MOL_000912,2
549,MOL_000874,3
550,MOL_000922,2
551,MOL_003312,2
552,MOL_002540,4
553,MOL_003739,3
554,MOL_000829,4
555,MOL_000462,2
556,MOL_000466,2
557,MOL_000513,3
558,MOL_000513,3
559,MOL_000507,3
560,MOL_000490,1
561,MOL_000489,4
562,MOL_003003,2
563,MOL_000944,4
564,MOL_000939,2
565,MOL_000946,4
566,MOL_000940,2
567,MOL_000947,4
568,MOL_000938,1
569,MOL_000945,1
570,MOL_000941,1
571,MOL_000948,2
572,MOL_000848,5
573,MOL_000888,2
574,MOL_000845,5
575,MOL_000885,3
576,MOL_000843,1
577,MOL_000883,1
578,MOL_000844,2
579,MOL_000884,2
580,MOL_000847,4
581,MOL_000887,1
582,MOL_001277,4
583,MOL_000814,2
584,MOL_000833,3
585,MOL_000831,2
586,MOL_002209,5
587,MOL_003839,5
588,MOL_002359,5
589,MOL_000906,2
590,MOL_000488,2
591,MOL_000488,2
592,MOL_000961,5
593,MOL_000963,2
594,MOL_001223,1
595,MOL_001234,5
596,MOL_000764,1
597,MOL_000767,5
598,MOL_000746,5
599,MOL_000746,5
600,MOL_003778,5
601,MOL_001654,5
602,MOL_000986,2
603,MOL_001348,2
604,MOL_001350,5
605,MOL_001350,5
606,MOL_000985,1
607,MOL_000969,1
608,MOL_000971,2
609,MOL_000970,2
610,MOL_000973,4
611,MOL_000968,3
612,MOL_001373,4
613,MOL_002220,5
614,MOL_002220,5
615,MOL_003306,2
616,MOL_003304,3
617,MOL_003304,3
618,MOL_003303,4
619,MOL_003303,4
620,MOL_002433,3
621,MOL_002433,3
622,MOL_002204,4
623,MOL_001138,2
624,MOL_001137,1
625,MOL_000669,5
626,MOL_002699,1
627,MOL_000407,2
628,MOL_000407,2
629,MOL_002258,1
630,MOL_000487,4
631,MOL_000742,2
632,MOL_001038,1
633,MOL_000335,3
634,MOL_002211,1
635,MOL_003104,1
636,MOL_003105,3
637,MOL_003207,5
638,MOL_001042,4
639,MOL_001355,5
640,MOL_000975,1
641,MOL_002262,5
642,MOL_001886,4
643,MOL_001886,4
644,MOL_001884,3
645,MOL_001884,3
646,MOL_001444,4
647,MOL_001445,1
648,MOL_002250,5
649,MOL_001894,5
650,MOL_001894,5
651,MOL_000158,4
652,MOL_002976,4
653,MOL_000502,3
654,MOL_003809,3
655,MOL_000461,1
656,MOL_003737,3
657,MOL_003737,3
658,MOL_001897,3
659,MOL_001897,3
660,MOL_003140,4
661,MOL_003177,1
662,MOL_003138,3
663,MOL_002518,5
664,MOL_003141,5
665,MOL_003234,3
666,MOL_003609,3
667,MOL_002519,2
668,MOL_003635,3
669,MOL_000086,2
670,MOL_001887,1
671,MOL_001896,3
672,MOL_003769,2
673,MOL_001495,5
674,MOL_001491,1
675,MOL_001494,4
676,MOL_001492,4
677,MOL_001496,1
678,MOL_001493,3
679,MOL_002253,2
680,MOL_001396,2
681,MOL_003733,5
682,MOL_001135,4
683,MOL_000444,2
684,MOL_000445,3
685,MOL_003734,1
686,MOL_003631,5
687,MOL_003218,3
688,MOL_003111,2
689,MOL_003241,5
690,MOL_003628,1
691,MOL_003629,4
692,MOL_001755,5
693,MOL_002852,5
694,MOL_002700,5
695,MOL_000443,5
696,MOL_002659,5
697,MOL_003722,2
698,MOL_001053,4
699,MOL_002197,1
700,MOL_002196,5
701,MOL_000842,2
702,MOL_002198,2
703,MOL_001054,4
704,MOL_001052,2
705,MOL_001050,4
706,MOL_001051,3
707,MOL_001049,1
708,MOL_002199,3
709,MOL_002200,1
710,MOL_001055,5
711,MOL_002862,5
712,MOL_001171,1
713,MOL_003723,5
714,MOL_003251,2
715,MOL_002666,2
716,MOL_001148,1
717,MOL_001076,5
718,MOL_001075,4
719,MOL_002615,2
720,MOL_002455,1
721,MOL_001114,1
722,MOL_002297,2
723,MOL_002297,2
724,MOL_002638,3
725,MOL_000137,2
726,MOL_000147,1
727,MOL_000425,1
728,MOL_000149,3
729,MOL_000069,1
730,MOL_000068,2
731,MOL_002573,3
732,MOL_001827,5
733,MOL_001830,3
734,MOL_001829,2
735,MOL_001828,1
736,MOL_002431,4
737,MOL_000993,3
738,MOL_000994,4
739,MOL_003364,4
740,MOL_003454,1
741,MOL_002665,5
742,MOL_001574,1
743,MOL_002664,3
744,MOL_000140,1
745,MOL_000139,5
746,MOL_000414,2
747,MOL_000142,4
748,MOL_003274,3
749,MOL_003282,5
750,MOL_000850,2
751,MOL_000877,5
752,MOL_000925,5
753,MOL_001835,1
754,MOL_001487,3
755,MOL_001488,4
756,MOL_000957,1
757,MOL_000956,5
758,MOL_000959,3
759,MOL_001006,4
760,MOL_003272,5
761,MOL_003272,5
762,MOL_003345,1
763,MOL_003345,1
764,MOL_003287,2
765,MOL_002545,2
766,MOL_002544,1
767,MOL_003280,2
768,MOL_001224,4
769,MOL_001235,5
770,MOL_002443,3
771,MOL_002434,1
772,MOL_001057,2
773,MOL_001059,3
774,MOL_001060,4
775,MOL_000790,2
776,MOL_000792,4
777,MOL_000791,5
778,MOL_000793,1
779,MOL_001419,5
780,MOL_003005,4
781,MOL_001098,4
782,MOL_001095,4
783,MOL_000071,1
784,MOL_000070,5
785,MOL_000869,3
786,MOL_000917,4
787,MOL_000864,1
788,MOL_000911,5
789,MOL_001097,3
790,MOL_000866,4
791,MOL_000913,5
792,MOL_003313,3
793,MOL_001836,2
794,MOL_003301,5
795,MOL_000012,5
796,MOL_001016,5
797,MOL_000858,4
798,MOL_000902,5
799,MOL_000860,2
800,MOL_000855,1
801,MOL_000899,1
802,MOL_000856,4
803,MOL_000900,3
804,MOL_000857,5
805,MOL_000901,4
806,MOL_000854,3
807,MOL_000898,2
808,MOL_000013,1
809,MOL_000015,3
810,MOL_000011,4
811,MOL_000862,3
812,MOL_000907,4
813,MOL_000863,5
814,MOL_000908,2
815,MOL_000861,2
816,MOL_000905,4
817,MOL_001019,2
818,MOL_001028,4
819,MOL_001014,3
820,MOL_001024,5
821,MOL_000759,1
822,MOL_003738,4
823,MOL_000827,5
824,MOL_002566,4
825,MOL_000813,1
826,MOL_000789,4
827,MOL_000942,5
828,MOL_000676,3
829,MOL_001010,5
830,MOL_000795,3
831,MOL_002993,5
832,MOL_000019,3
833,MOL_001004,2
834,MOL_001900,4
835,MOL_000794,2
836,MOL_003024,3
837,MOL_003029,5
838,MOL_000937,1
839,MOL_001290,4
840,MOL_001293,2
841,MOL_001208,5
842,MOL_001209,5
843,MOL_002702,2
844,MOL_000151,5
845,MOL_000144,5
846,MOL_002999,4
847,MOL_001100,2
848,MOL_001099,1
849,MOL_001101,2
850,MOL_001344,5
851,MOL_001345,3
852,MOL_003007,5
853,MOL_003039,5
854,MOL_003041,5
855,MOL_001302,4
856,MOL_001301,3
857,MOL_000837,1
858,MOL_000838,3
859,MOL_000964,5
860,MOL_000965,1
861,MOL_001005,3
862,MOL_001008,3
863,MOL_001007,1
864,MOL_002419,2
865,MOL_001001,5
866,MOL_001002,5
867,MOL_001003,1
868,MOL_000989,5
869,MOL_000990,1
870,MOL_000987,3
871,MOL_000988,4
872,MOL_001503,4
873,MOL_003747,5
874,MOL_001386,2
875,MOL_003249,4
876,MOL_003614,2
877,MOL_002449,2
878,MOL_000678,4
879,MOL_003250,4
880,MOL_000817,4
881,MOL_000677,2
882,MOL_000816,3
883,MOL_000881,4
884,MOL_000932,5
885,MOL_001030,1
886,MOL_000880,3
887,MOL_000931,2
888,MOL_000815,3
889,MOL_000822,2
890,MOL_000675,1
891,MOL_003308,5
892,MOL_000835,2
893,MOL_001048,3
894,MOL_000834,5
895,MOL_000679,2
896,MOL_000839,4
897,MOL_000840,3
898,MOL_000879,2
899,MOL_000930,5
900,MOL_000832,1
901,MOL_000830,4
902,MOL_000818,5
903,MOL_000882,5
904,MOL_000933,1
905,MOL_000836,5
906,MOL_000943,3
907,MOL_000949,3
908,MOL_001280,4
909,MOL_001279,5
910,MOL_002438,5
911,MOL_002239,4
912,MOL_002216,1
913,MOL_001212,4
914,MOL_001211,3
915,MOL_003797,5
916,MOL_002446,5
917,MOL_001180,2
918,MOL_001178,1
919,MOL_001181,5
920,MOL_001428,3
921,MOL_001430,2
922,MOL_001432,5
923,MOL_002787,2
924,MOL_002442,2
925,MOL_001179,3
926,MOL_001429,1
927,MOL_001431,4
928,MOL_000447,2
929,MOL_000448,1
930,MOL_000446,4
931,MOL_002360,1
932,MOL_000896,4
933,MOL_000892,4
934,MOL_000928,3
935,MOL_000927,2
936,MOL_000878,1
937,MOL_000929,4
938,MOL_002361,2
939,MOL_000926,1
940,MOL_002607,5
941,MOL_003014,1
942,MOL_001226,4
943,MOL_002905,5
944,MOL_000910,5
945,MOL_002358,3
946,MOL_001225,2
947,MOL_001500,5
948,MOL_002642,3
949,MOL_002643,4
950,MOL_001299,3
951,MOL_001298,1
952,MOL_001300,2
953,MOL_002238,3
954,MOL_000174,1
955,MOL_003362,1
956,MOL_003452,2
957,MOL_003025,2
958,MOL_003026,4
959,MOL_001390,1
960,MOL_001391,5
961,MOL_000763,3
962,MOL_000740,1
963,MOL_003779,5
964,MOL_000757,4
965,MOL_000757,4
966,MOL_000743,3
967,MOL_000745,2
968,MOL_000744,5
969,MOL_001851,1
970,MOL_001840,1
971,MOL_000747,1
972,MOL_001839,2
973,MOL_003745,2
974,MOL_000748,3
975,MOL_003728,3
976,MOL_001289,3
977,MOL_003010,5
978,MOL_003018,4
979,MOL_003009,2
980,MOL_000796,5
981,MOL_003021,5
982,MOL_003040,1
983,MOL_000721,3
984,MOL_000974,5
985,MOL_000972,5
986,MOL_002696,1
987,MOL_001881,5
988,MOL_002695,3
989,MOL_002645,2
990,MOL_003109,5
991,MOL_003599,5
992,MOL_002219,4
993,MOL_000396,5
994,MOL_001096,5
995,MOL_001094,4
996,MOL_001808,1
997,MOL_002766,3
998,MOL_000422,1
999,MOL_003741,2
1000,MOL_003729,3
1001,MOL_003742,4
1002,MOL_000509,4
1003,MOL_003038,2
1004,MOL_000508,2
1005,MOL_003035,1
1006,MOL_003034,2
1007,MOL_003037,3
1008,MOL_003033,5
1009,MOL_003036,4
1010,MOL_001371,5
1011,MOL_000134,5
1012,MOL_000544,5
1013,MOL_002454,5
1014,MOL_002252,1
1015,MOL_000750,5
1016,MOL_000390,5
1017,MOL_000389,4
1018,MOL_000393,2
1019,MOL_000392,4
1020,MOL_002448,1
1021,MOL_002231,2
1022,MOL_000394,3
1023,MOL_000756,4
1024,MOL_000453,1
1025,MOL_002866,4
1026,MOL_002865,3
1027,MOL_002861,1
1028,MOL_002860,5
1029,MOL_001437,4
1030,MOL_002424,2
1031,MOL_001139,1
1032,MOL_001481,4
1033,MOL_000683,5
1034,MOL_000684,1
1035,MOL_001136,3
1036,MOL_000670,1
1037,MOL_000484,1
1038,MOL_000758,2
1039,MOL_000457,3
1040,MOL_000001,3
1041,MOL_000936,4
1042,MOL_000388,2
1043,MOL_001852,1
1044,MOL_003324,1
1045,MOL_002428,5
1046,MOL_000977,3
1047,MOL_000983,5
1048,MOL_000978,4
1049,MOL_000981,3
1050,MOL_000982,2
1051,MOL_000980,1
1052,MOL_001020,3
1053,MOL_000723,1
1054,MOL_000722,5
1055,MOL_003704,4
1056,MOL_003285,2
1057,MOL_003699,1
1058,MOL_003236,5
1059,MOL_001420,2
1060,MOL_003700,5
1061,MOL_003710,3
1062,MOL_003702,3
1063,MOL_002893,4
1064,MOL_002867,1
1065,MOL_002904,5
1066,MOL_001846,1
1067,MOL_003708,1
1068,MOL_003706,1
1069,MOL_000087,3
1070,MOL_000006,4
1071,MOL_000152,1
1072,MOL_001486,2
1073,MOL_003205,5
1074,MOL_000007,2
1075,MOL_000005,2
1076,MOL_001035,4
1077,MOL_003365,3
1078,MOL_000808,4
1079,MOL_000060,5
1080,MOL_000059,2
1081,MOL_000807,5
1082,MOL_001883,2
1083,MOL_001893,1
1084,MOL_001885,5
1085,MOL_001892,4
1086,MOL_002233,4
1087,MOL_000409,5
1088,MOL_003615,1
1089,MOL_003305,2
1090,MOL_002217,2
1091,MOL_002417,3
1092,MOL_002183,4
1093,MOL_003366,5
1094,MOL_002726,5
1095,MOL_002213,3
1096,MOL_000328,2
1097,MOL_000327,5
1098,MOL_002224,5
1099,MOL_000331,4
1100,MOL_000330,3
1101,MOL_000329,3
1102,MOL_000332,1
1103,MOL_000334,5
1104,MOL_000333,4
1105,MOL_000326,3
1106,MOL_001237,3
1107,MOL_000004,5
1108,MOL_002771,4
1109,MOL_002770,1
1110,MOL_002767,3
1111,MOL_002768,5
1112,MOL_002772,2
1113,MOL_002244,3
1114,MOL_002221,1
1115,MOL_002769,4
1116,MOL_002773,1
1117,MOL_001775,1
1118,MOL_002260,4
1119,MOL_001514,5
1120,MOL_001895,2
1121,MOL_001898,1
1122,MOL_002685,5
1123,MOL_001810,2
1124,MOL_001820,2
1125,MOL_000952,5
1126,MOL_000951,2
1127,MOL_000955,4
1128,MOL_000954,3
1129,MOL_000950,5
1130,MOL_000953,1
1131,MOL_001613,3
1132,MOL_001162,2
1133,MOL_001040,3
1134,MOL_000805,3
1135,MOL_002575,2
1136,MOL_002582,4
1137,MOL_002581,5
1138,MOL_002210,2
1139,MOL_001356,1
1140,MOL_001351,4
1141,MOL_001490,2
1142,MOL_001489,1
1143,MOL_000411,4
1144,MOL_003770,3
1145,MOL_000976,2
1146,MOL_000009,3
1147,MOL_000008,1
1148,MOL_000010,2
1149,MOL_002229,1
1150,MOL_002206,2
1151,MOL_002555,4
1152,MOL_000501,1
1153,MOL_002554,1
1154,MOL_000785,3
1155,MOL_002975,3
1156,MOL_002556,5
1157,MOL_000398,1
1158,MOL_003302,1
1159,MOL_002869,2
1160,MOL_002550,3
1161,MOL_002546,3
1162,MOL_000500,5
1163,MOL_002547,1
1164,MOL_002551,4
1165,MOL_002549,1
1166,MOL_002548,5
1167,MOL_002552,2
1168,MOL_002553,5
1169,MOL_000179,3
1170,MOL_001218,1
1171,MOL_000852,2
1172,MOL_000061,5
1173,MOL_000082,4
1174,MOL_000083,5
1175,MOL_001604,4
1176,MOL_001838,4
1177,MOL_003142,1
1178,MOL_003139,1
1179,MOL_003137,2
1180,MOL_001421,3
1181,MOL_003348,4
1182,MOL_002727,2
1183,MOL_001219,4
1184,MOL_001229,3
1185,MOL_000571,5
1186,MOL_000316,1
1187,MOL_002538,2
1188,MOL_000809,4
1189,MOL_002687,2
1190,MOL_000777,4
1191,MOL_000776,1
1192,MOL_000775,2
1193,MOL_000773,2
1194,MOL_000774,3
1195,MOL_000771,5
1196,MOL_000772,4
1197,MOL_000770,4
1198,MOL_000779,4
1199,MOL_000778,3
1200,MOL_001034,2
1201,MOL_000769,5
1202,MOL_003787,5
1203,MOL_000780,5
1204,MOL_003825,2
1205,MOL_003808,3
1206,MOL_003206,3
1207,MOL_000020,1
1208,MOL_003048,4
1209,MOL_003136,1
1210,MOL_000313,5
1211,MOL_003012,3
1212,MOL_003004,3
1213,MOL_002871,5
1214,MOL_000686,4
1215,MOL_002539,3
1216,MOL_002542,5
1217,MOL_003768,1
1218,MOL_001291,5
1219,MOL_002560,2
1220,MOL_002560,2
1221,MOL_002560,2
1222,MOL_002560,2
1223,MOL_002560,2
1224,MOL_002589,4
1225,MOL_002589,4
1226,MOL_002589,4
1227,MOL_002589,4
1228,MOL_002589,4
1229,MOL_002589,4
1230,MOL_002589,4
1231,MOL_002589,4
1232,MOL_002589,4
1233,MOL_002589,4
1234,MOL_002589,4
1235,MOL_002567,1
1236,MOL_002567,1
1237,MOL_002601,1
1238,MOL_002601,1
1239,MOL_002601,1
1240,MOL_002568,2
1241,MOL_002603,4
1242,MOL_003212,4
1243,MOL_003211,3
1244,MOL_000307,4
1245,MOL_000309,5
1246,MOL_000309,5
